    25357/  4 | SET 0
    26180/  4 | 645 
    26180/  4 | 645 
    26181/  4 | 645 
    26181/  4 | 645 
    26181/  4 | 645 
    26181/  4 | 645 
    26182/  4 | 645 
    26182/  4 | 645 
    26182/  4 | 645 
    26182/  4 | 645 
    26182/  4 | 645 
    26183/  4 | 645 
    26183/  4 | 645 
    26183/  4 | 645 
    26183/  4 | 645 
    26184/  4 | 645 
    26184/  4 | 645 
    26184/  4 | 645 
    26184/  4 | 645 
    26184/  4 | 645 
    26185/  4 | 645 
    26185/  4 | 645 
    26185/  4 | 645 
    26185/  4 | 645 
    26186/  4 | 645 
    26186/  4 | 645 
    26186/  4 | 645 
    26186/  4 | 645 
    26186/  4 | 645 
    26187/  4 | 645 
    26187/  4 | 645 
    26187/  4 | 645 
    26187/  4 | 645 
    26188/  4 | 645 
    26188/  4 | 645 
    26188/  4 | 645 
    26188/  4 | 645 
    26189/  4 | 645 
    26189/  4 | 645 
    26189/  4 | 645 
    26189/  4 | 645 
    26189/  4 | 645 
    26190/  4 | 645 
    26190/  4 | 645 
    26190/  4 | 645 
    26190/  4 | 645 
    26191/  4 | 645 
    26191/  4 | 645 
    26191/  4 | 645 
    26191/  4 | 645 
    26191/  4 | 645 
    26192/  4 | 645 
    26192/  4 | 645 
    26192/  4 | 645 
    26192/  4 | 645 
    26193/  4 | 645 
    26193/  4 | 645 
    26193/  4 | 645 
    26193/  4 | 645 
    26193/  4 | 645 
    26194/  4 | 645 
    26194/  4 | 645 
    26194/  4 | 645 
    26194/  4 | 645 
    26195/  4 | 645 
    26195/  4 | 645 
    26195/  4 | 645 
    26195/  4 | 645 
    26196/  4 | 645 
    26196/  4 | 645 
    26196/  4 | 645 
    26196/  4 | 645 
    26196/  4 | 645 
    26197/  4 | 645 
    26197/  4 | 645 
    26197/  4 | 645 
    26197/  4 | 645 
    26198/  4 | 645 
    26198/  4 | 645 
    26198/  4 | 645 
    26198/  4 | 645 
    26198/  4 | 645 
    26199/  4 | 645 
    26199/  4 | 645 
    26199/  4 | 645 
    26199/  4 | 645 
    26200/  4 | 645 
    26200/  4 | 645 
    26200/  4 | 645 
    26200/  4 | 645 
    26201/  4 | 645 
    26201/  4 | 645 
    26201/  4 | 645 
    26201/  4 | 645 
    26201/  4 | 645 
    26202/  4 | 645 
    26202/  4 | 645 
    26202/  4 | 645 
    26202/  4 | 645 
    26203/  4 | 645 
    26203/  4 | 645 
    26203/  4 | 645 
    26203/  4 | 645 
    26203/  4 | 645 
    26204/  4 | 645 
    26204/  4 | 645 
    26204/  4 | 645 
    26204/  4 | 645 
    26205/  4 | 645 
    26205/  4 | 645 
    26205/  4 | 645 
    26205/  4 | 645 
    26205/  4 | 645 
    26206/  4 | 645 
    26206/  4 | 645 
    26206/  4 | 645 
    26206/  4 | 645 
    26207/  4 | 645 
    26207/  4 | 645 
    26207/  4 | 645 
    26207/  4 | 645 
    26208/  4 | 645 
    26208/  4 | 645 
    26208/  4 | 645 
    26208/  4 | 645 
    26208/  4 | 645 
    26209/  4 | 645 
    26209/  4 | 645 
    26209/  4 | 645 
    26209/  4 | 645 
    26210/  4 | 645 
    26210/  4 | 645 
    26210/  4 | 645 
    26210/  4 | 645 
    26210/  4 | 645 
    26211/  4 | 645 
    26211/  4 | 645 
    26211/  4 | 645 
    26211/  4 | 645 
    26212/  4 | 645 
    26212/  4 | 645 
    26212/  4 | 645 
    26212/  4 | 645 
    26213/  4 | 645 
    26213/  4 | 645 
    26213/  4 | 645 
    26213/  4 | 645 
    26213/  4 | 645 
    26214/  4 | 645 
    26214/  4 | 645 
    26214/  4 | 645 
    26214/  4 | 602 
    26215/  4 | 602 
    26215/  4 | 602 
    26215/  4 | 602 
    26215/  4 | 602 
    26215/  4 | 602 
    26216/  4 | 602 
    26216/  4 | 602 
    26216/  4 | 602 
    26216/  4 | 602 
    26217/  4 | 602 
    26217/  4 | 602 
    26217/  4 | 602 
    26217/  4 | 602 
    26217/  4 | 602 
    26218/  4 | 602 
    26218/  4 | 602 
    26218/  4 | 602 
    26218/  4 | 602 
    26219/  4 | 602 
    26219/  4 | 602 
    26219/  4 | 602 
    26219/  4 | 602 
    26220/  4 | 602 
    26220/  4 | 602 
    26220/  4 | 602 
    26220/  4 | 602 
    26220/  4 | 602 
    26221/  4 | 602 
    26221/  4 | 602 
    26221/  4 | 602 
    26221/  4 | 602 
    26222/  4 | 602 
    26222/  4 | 602 
    26222/  4 | 602 
    26222/  4 | 602 
    26222/  4 | 602 
    26223/  4 | 602 
    26223/  4 | 602 
    26223/  4 | 602 
    26223/  4 | 602 
    26224/  4 | 602 
    26224/  4 | 602 
    26224/  4 | 602 
    26224/  4 | 602 
    26224/  4 | 602 
    26225/  4 | 602 
    26225/  4 | 602 
    26225/  4 | 602 
    26225/  4 | 602 
    26226/  4 | 602 
    26226/  4 | 602 
    26226/  4 | 602 
    26226/  4 | 602 
    26227/  4 | 602 
    26227/  4 | 602 
    26227/  4 | 602 
    26227/  4 | 602 
    26227/  4 | 602 
    26228/  4 | 602 
    26228/  4 | 602 
    26228/  4 | 602 
    26228/  4 | 602 
    26229/  4 | 602 
    26229/  4 | 602 
    26229/  4 | 602 
    26229/  4 | 602 
    26229/  4 | 602 
    26230/  4 | 602 
    26230/  4 | 602 
    26230/  4 | 602 
    26230/  4 | 602 
    26231/  4 | 602 
    26231/  4 | 602 
    26231/  4 | 602 
    26231/  4 | 602 
    26232/  4 | 602 
    26232/  4 | 602 
    26232/  4 | 602 
    26232/  4 | 602 
    26232/  4 | 602 
    26233/  4 | 602 
    26233/  4 | 602 
    26233/  4 | 602 
    26233/  4 | 602 
    26234/  4 | 602 
    26234/  4 | 602 
    26234/  4 | 602 
    26234/  4 | 602 
    26234/  4 | 602 
    26235/  4 | 602 
    26235/  4 | 602 
    26235/  4 | 602 
    26235/  4 | 602 
    26236/  4 | 602 
    26236/  4 | 602 
    26236/  4 | 602 
    26236/  4 | 602 
    26236/  4 | 602 
    26237/  4 | 602 
    26237/  4 | 602 
    26237/  4 | 602 
    26237/  4 | 602 
    26238/  4 | 602 
    26238/  4 | 602 
    26238/  4 | 602 
    26238/  4 | 602 
    26239/  4 | 602 
    26239/  4 | 602 
    26239/  4 | 602 
    26239/  4 | 602 
    26239/  4 | 602 
    26240/  4 | 602 
    26240/  4 | 602 
    26240/  4 | 602 
    26240/  4 | 602 
    26241/  4 | 602 
    26241/  4 | 602 
    26241/  4 | 602 
    26241/  4 | 602 
    26241/  4 | 602 
    26242/  4 | 602 
    26242/  4 | 602 
    26242/  4 | 602 
    26242/  4 | 602 
    26243/  4 | 602 
    26243/  4 | 602 
    26243/  4 | 602 
    26243/  4 | 602 
    26243/  4 | 602 
    26244/  4 | 602 
    26244/  4 | 602 
    26244/  4 | 602 
    26244/  4 | 602 
    26245/  4 | 602 
    26245/  4 | 602 
    26245/  4 | 602 
    26245/  4 | 602 
    26246/  4 | 602 
    26246/  4 | 602 
    26246/  4 | 602 
    26246/  4 | 602 
    26246/  4 | 602 
    26247/  4 | 602 
    26247/  4 | 602 
    26247/  4 | 602 
    26247/  4 | 602 
    26248/  4 | 602 
    26248/  4 | 602 
    26248/  4 | 602 
    26248/  4 | 602 
    26248/  4 | 602 
    26249/  4 | 602 
    26249/  4 | 602 
    26249/  4 | 602 
    26249/  4 | 602 
    26250/  4 | 602 
    26250/  4 | 602 
    26250/  4 | 602 
    26250/  4 | 602 
    26251/  4 | 602 
    26251/  4 | 602 
    26251/  4 | 602 
    26251/  4 | 602 
    26251/  4 | 602 
    26252/  4 | 547 
    26252/  4 | 547 
    26252/  4 | 547 
    26252/  4 | 547 
    26253/  4 | 547 
    26253/  4 | 547 
    26253/  4 | 547 
    26253/  4 | 547 
    26253/  4 | 547 
    26254/  4 | 547 
    26254/  4 | 547 
    26254/  4 | 547 
    26254/  4 | 547 
    26255/  4 | 547 
    26255/  4 | 547 
    26255/  4 | 547 
    26255/  4 | 547 
    26255/  4 | 547 
    26256/  4 | 547 
    26256/  4 | 547 
    26256/  4 | 547 
    26256/  4 | 547 
    26257/  4 | 547 
    26257/  4 | 547 
    26257/  4 | 547 
    26257/  4 | 547 
    26258/  4 | 547 
    26258/  4 | 547 
    26258/  4 | 547 
    26258/  4 | 547 
    26258/  4 | 547 
    26259/  4 | 547 
    26259/  4 | 547 
    26259/  4 | 547 
    26259/  4 | 547 
    26260/  4 | 547 
    26260/  4 | 547 
    26260/  4 | 547 
    26260/  4 | 547 
    26260/  4 | 547 
    26261/  4 | 547 
    26261/  4 | 547 
    26261/  4 | 547 
    26261/  4 | 547 
    26262/  4 | 547 
    26262/  4 | 547 
    26262/  4 | 547 
    26262/  4 | 547 
    26262/  4 | 547 
    26263/  4 | 547 
    26263/  4 | 547 
    26263/  4 | 547 
    26263/  4 | 547 
    26264/  4 | 547 
    26264/  4 | 547 
    26264/  4 | 547 
    26264/  4 | 547 
    26265/  4 | 547 
    26265/  4 | 547 
    26265/  4 | 547 
    26265/  4 | 547 
    26265/  4 | 547 
    26266/  4 | 547 
    26266/  4 | 547 
    26266/  4 | 547 
    26266/  4 | 547 
    26267/  4 | 547 
    26267/  4 | 547 
    26267/  4 | 547 
    26267/  4 | 547 
    26267/  4 | 547 
    26268/  4 | 547 
    26268/  4 | 547 
    26268/  4 | 547 
    26268/  4 | 547 
    26269/  4 | 547 
    26269/  4 | 547 
    26269/  4 | 547 
    26269/  4 | 547 
    26270/  4 | 547 
    26270/  4 | 547 
    26270/  4 | 547 
    26270/  4 | 547 
    26270/  4 | 547 
    26271/  4 | 547 
    26271/  4 | 547 
    26271/  4 | 547 
    26271/  4 | 547 
    26272/  4 | 547 
    26272/  4 | 547 
    26272/  4 | 547 
    26276/  4 | SET 0
    26276/  4 | 0 
    26276/  4 | 0 
    26276/  4 | 0 
    26277/  4 | 0 
    26277/  4 | 0 
    26277/  4 | 0 
    26277/  4 | 0 
    26278/  4 | 0 
    26278/  4 | 0 
    26278/  4 | 0 
    26278/  4 | 0 
    26278/  4 | 0 
    26279/  4 | 0 
    26279/  4 | 0 
    26279/  4 | 0 
    26279/  4 | 0 
    26279/  4 | 0 
    26280/  4 | 0 
    26280/  4 | 0 
    26280/  4 | 0 
    26280/  4 | 0 
    26280/  4 | 0 
    26281/  4 | 0 
    26281/  4 | 0 
    26281/  4 | 0 
    26281/  4 | 0 
    26281/  4 | 0 
    26282/  4 | 0 
    26282/  4 | 0 
    26282/  4 | 0 
    26282/  4 | 0 
    26282/  4 | 0 
    26283/  4 | 0 
    26283/  4 | 0 
    26283/  4 | 0 
    26283/  4 | 0 
    26283/  4 | 0 
    26284/  4 | 0 
    26284/  4 | 0 
    26284/  4 | 0 
    26284/  4 | 0 
    26284/  4 | 0 
    26285/  4 | 0 
    26285/  4 | 0 
    26285/  4 | 0 
    26285/  4 | 0 
    26285/  4 | 0 
    26286/  4 | 0 
    26286/  4 | 0 
    26286/  4 | 0 
    26286/  4 | 0 
    26287/  4 | 0 
    26287/  4 | 0 
    26287/  4 | 0 
    26287/  4 | 0 
    26287/  4 | 0 
    26288/  4 | 0 
    26288/  4 | 0 
    26288/  4 | 0 
    26288/  4 | 0 
    26288/  4 | 0 
    26289/  4 | 0 
    26289/  4 | 0 
    26289/  4 | 495 
    26289/  4 | 495 
    26289/  4 | 495 
    26290/  4 | 495 
    26290/  4 | 495 
    26290/  4 | 495 
    26290/  4 | 495 
    26291/  4 | 495 
    26291/  4 | 495 
    26291/  4 | 495 
    26291/  4 | 495 
    26291/  4 | 495 
    26292/  4 | 495 
    26292/  4 | 495 
    26292/  4 | 495 
    26292/  4 | 495 
    26293/  4 | 495 
    26293/  4 | 495 
    26293/  4 | 495 
    26293/  4 | 495 
    26293/  4 | 495 
    26294/  4 | 495 
    26294/  4 | 495 
    26294/  4 | 495 
    26294/  4 | 495 
    26295/  4 | 495 
    26295/  4 | 495 
    26295/  4 | 495 
    26295/  4 | 495 
    26296/  4 | 495 
    26296/  4 | 495 
    26296/  4 | 495 
    26296/  4 | 495 
    26296/  4 | 495 
    26297/  4 | 495 
    26297/  4 | 495 
    26297/  4 | 495 
    26297/  4 | 495 
    26298/  4 | 495 
    26298/  4 | 495 
    26298/  4 | 495 
    26298/  4 | 495 
    26298/  4 | 495 
    26299/  4 | 495 
    26299/  4 | 495 
    26299/  4 | 495 
    26299/  4 | 495 
    26300/  4 | 495 
    26300/  4 | 495 
    26300/  4 | 495 
    26300/  4 | 495 
    26300/  4 | 495 
    26301/  4 | 495 
    26301/  4 | 495 
    26301/  4 | 495 
    26301/  4 | 495 
    26302/  4 | 495 
    26302/  4 | 495 
    26302/  4 | 495 
    26302/  4 | 495 
    26303/  4 | 495 
    26303/  4 | 495 
    26303/  4 | 495 
    26303/  4 | 495 
    26303/  4 | 495 
    26304/  4 | 495 
    26304/  4 | 495 
    26304/  4 | 495 
    26304/  4 | 495 
    26305/  4 | 495 
    26305/  4 | 495 
    26305/  4 | 495 
    26305/  4 | 495 
    26305/  4 | 495 
    26306/  4 | 495 
    26306/  4 | 495 
    26306/  4 | 495 
    26306/  4 | 495 
    26307/  4 | 495 
    26307/  4 | 495 
    26307/  4 | 495 
    26307/  4 | 495 
    26307/  4 | 495 
    26308/  4 | 495 
    26308/  4 | 495 
    26308/  4 | 495 
    26308/  4 | 495 
    26309/  4 | 495 
    26309/  4 | 495 
    26309/  4 | 495 
    26309/  4 | 495 
    26310/  4 | 495 
    26310/  4 | 495 
    26310/  4 | 495 
    26310/  4 | 495 
    26310/  4 | 495 
    26311/  4 | 495 
    26311/  4 | 495 
    26311/  4 | 495 
    26311/  4 | 495 
    26312/  4 | 495 
    26312/  4 | 495 
    26312/  4 | 495 
    26312/  4 | 495 
    26312/  4 | 495 
    26313/  4 | 495 
    26313/  4 | 495 
    26313/  4 | 495 
    26313/  4 | 495 
    26314/  4 | 495 
    26314/  4 | 495 
    26314/  4 | 495 
    26314/  4 | 495 
    26315/  4 | 495 
    26315/  4 | 495 
    26315/  4 | 495 
    26315/  4 | 495 
    26315/  4 | 495 
    26316/  4 | 495 
    26316/  4 | 495 
    26316/  4 | 495 
    26316/  4 | 495 
    26317/  4 | 495 
    26317/  4 | 495 
    26317/  4 | 495 
    26317/  4 | 495 
    26317/  4 | 495 
    26318/  4 | 495 
    26318/  4 | 495 
    26318/  4 | 495 
    26318/  4 | 495 
    26319/  4 | 495 
    26319/  4 | 495 
    26319/  4 | 495 
    26319/  4 | 495 
    26319/  4 | 495 
    26320/  4 | 495 
    26320/  4 | 495 
    26320/  4 | 495 
    26320/  4 | 495 
    26321/  4 | 495 
    26321/  4 | 495 
    26321/  4 | 495 
    26321/  4 | 495 
    26322/  4 | 495 
    26322/  4 | 495 
    26322/  4 | 495 
    26322/  4 | 495 
    26322/  4 | 495 
    26323/  4 | 495 
    26323/  4 | 495 
    26323/  4 | 495 
    26323/  4 | 495 
    26324/  4 | 495 
    26324/  4 | 495 
    26324/  4 | 495 
    26324/  4 | 495 
    26324/  4 | 495 
    26325/  4 | 495 
    26325/  4 | 495 
    26325/  4 | 495 
    26325/  4 | 495 
    26326/  4 | 495 
    26326/  4 | 495 
    26326/  4 | 495 
    26326/  4 | 495 
    26327/  4 | 495 
    26327/  4 | 495 
    26327/  4 | 495 
    26327/  4 | 495 
    26327/  4 | 495 
    26328/  4 | 495 
    26328/  4 | 495 
    26328/  4 | 495 
    26328/  4 | 495 
    26329/  4 | 495 
    26329/  4 | 495 
    26329/  4 | 495 
    26329/  4 | 495 
    26329/  4 | 495 
    26330/  4 | 495 
    26330/  4 | 495 
    26330/  4 | 495 
    26330/  4 | 495 
    26331/  4 | 495 
    26331/  4 | 495 
    26331/  4 | 495 
    26331/  4 | 495 
    26331/  4 | 495 
    26332/  4 | 495 
    26332/  4 | 495 
    26332/  4 | 495 
    26332/  4 | 495 
    26333/  4 | 495 
    26333/  4 | 495 
    26333/  4 | 495 
    26333/  4 | 495 
    26334/  4 | 495 
    26334/  4 | 495 
    26334/  4 | 495 
    26334/  4 | 495 
    26334/  4 | 495 
    26335/  4 | 495 
    26335/  4 | 495 
    26335/  4 | 495 
    26335/  4 | 495 
    26336/  4 | 495 
    26336/  4 | 495 
    26336/  4 | 495 
    26336/  4 | 495 
    26336/  4 | 495 
    26337/  4 | 495 
    26337/  4 | 495 
    26337/  4 | 495 
    26337/  4 | 495 
    26338/  4 | 495 
    26338/  4 | 495 
    26338/  4 | 495 
    26338/  4 | 495 
    26338/  4 | 495 
    26339/  4 | 495 
    26339/  4 | 495 
    26339/  4 | 495 
    26339/  4 | 495 
    26340/  4 | 495 
    26340/  4 | 495 
    26340/  4 | 495 
    26340/  4 | 495 
    26341/  4 | 495 
    26341/  4 | 495 
    26341/  4 | 495 
    26341/  4 | 495 
    26341/  4 | 495 
    26342/  4 | 495 
    26342/  4 | 495 
    26342/  4 | 495 
    26342/  4 | 495 
    26343/  4 | 495 
    26343/  4 | 495 
    26343/  4 | 495 
    26343/  4 | 495 
    26343/  4 | 495 
    26344/  4 | 495 
    26344/  4 | 495 
    26344/  4 | 495 
    26344/  4 | 495 
    26345/  4 | 495 
    26345/  4 | 495 
    26345/  4 | 495 
    26345/  4 | 495 
    26346/  4 | 495 
    26346/  4 | 495 
    26346/  4 | 495 
    26346/  4 | 495 
    26346/  4 | 495 
    26347/  4 | 495 
    26347/  4 | 495 
    26347/  4 | 495 
    26347/  4 | 495 
    26348/  4 | 495 
    26348/  4 | 495 
    26348/  4 | 495 
    26348/  4 | 495 
    26348/  4 | 495 
    26349/  4 | 495 
    26349/  4 | 495 
    26349/  4 | 495 
    26349/  4 | 495 
    26350/  4 | 495 
    26350/  4 | 495 
    26350/  4 | 495 
    26350/  4 | 495 
    26350/  4 | 495 
    26351/  4 | 495 
    26351/  4 | 495 
    26351/  4 | 495 
    26351/  4 | 495 
    26352/  4 | 495 
    26352/  4 | 495 
    26352/  4 | 495 
    26352/  4 | 495 
    26353/  4 | 495 
    26353/  4 | 495 
    26353/  4 | 495 
    26353/  4 | 495 
    26353/  4 | 495 
    26354/  4 | 495 
    26354/  4 | 495 
    26354/  4 | 495 
    26354/  4 | 495 
    26355/  4 | 495 
    26355/  4 | 495 
    26355/  4 | 495 
    26355/  4 | 495 
    26355/  4 | 495 
    26356/  4 | 495 
    26356/  4 | 495 
    26356/  4 | 495 
    26356/  4 | 495 
    26357/  4 | 495 
    26357/  4 | 495 
    26357/  4 | 495 
    26357/  4 | 495 
    26357/  4 | 495 
    26358/  4 | 495 
    26358/  4 | 495 
    26358/  4 | 495 
    26358/  4 | 495 
    26359/  4 | 495 
    26359/  4 | 495 
    26359/  4 | 495 
    26359/  4 | 495 
    26360/  4 | 495 
    26360/  4 | 495 
    26360/  4 | 495 
    26360/  4 | 495 
    26360/  4 | 495 
    26361/  4 | 495 
    26361/  4 | 495 
    26361/  4 | 495 
    26361/  4 | 495 
    26362/  4 | 495 
    26362/  4 | 495 
    26362/  4 | 495 
    26362/  4 | 495 
    26362/  4 | 495 
    26363/  4 | 495 
    26363/  4 | 495 
    26363/  4 | 495 
    26363/  4 | 495 
    26364/  4 | 495 
    26364/  4 | 437 
    26364/  4 | 437 
    26364/  4 | 437 
    26365/  4 | 437 
    26365/  4 | 437 
    26365/  4 | 437 
    26365/  4 | 437 
    26365/  4 | 437 
    26366/  4 | 437 
    26366/  4 | 437 
    26366/  4 | 437 
    26366/  4 | 437 
    26367/  4 | 437 
    26367/  4 | 437 
    26367/  4 | 437 
    26367/  4 | 437 
    26367/  4 | 437 
    26368/  4 | 437 
    26368/  4 | 437 
    26368/  4 | 437 
    26368/  4 | 437 
    26369/  4 | 437 
    26369/  4 | 437 
    26369/  4 | 437 
    26369/  4 | 437 
    26369/  4 | 437 
    26370/  4 | 437 
    26370/  4 | 437 
    26370/  4 | 437 
    26370/  4 | 437 
    26371/  4 | 437 
    26371/  4 | 437 
    26371/  4 | 437 
    26371/  4 | 437 
    26372/  4 | 437 
    26372/  4 | 437 
    26372/  4 | 437 
    26372/  4 | 437 
    26372/  4 | 437 
    26373/  4 | 437 
    26373/  4 | 437 
    26373/  4 | 437 
    26373/  4 | 437 
    26374/  4 | 437 
    26374/  4 | 437 
    26374/  4 | 437 
    26374/  4 | 437 
    26374/  4 | 437 
    26375/  4 | 437 
    26375/  4 | 437 
    26375/  4 | 437 
    26375/  4 | 437 
    26376/  4 | 437 
    26376/  4 | 437 
    26376/  4 | 437 
    26376/  4 | 437 
    26376/  4 | 437 
    26377/  4 | 437 
    26377/  4 | 437 
    26377/  4 | 437 
    26377/  4 | 437 
    26378/  4 | 437 
    26378/  4 | 437 
    26378/  4 | 437 
    26378/  4 | 437 
    26379/  4 | 437 
    26379/  4 | 437 
    26379/  4 | 437 
    26379/  4 | 437 
    26380/  4 | 437 
    26380/  4 | 437 
    26380/  4 | 437 
    26380/  4 | 437 
    26381/  4 | 437 
    26381/  4 | 437 
    26381/  4 | 437 
    26381/  4 | 437 
    26381/  4 | 437 
    26382/  4 | 437 
    26382/  4 | 437 
    26382/  4 | 437 
    26382/  4 | 437 
    26383/  4 | 437 
    26383/  4 | 437 
    26383/  4 | 437 
    26383/  4 | 437 
    26388/  4 | SET 0
    26388/  4 | 0 
    26388/  4 | 0 
    26388/  4 | 0 
    26389/  4 | 0 
    26389/  4 | 0 
    26389/  4 | 0 
    26389/  4 | 0 
    26390/  4 | 0 
    26390/  4 | 0 
    26390/  4 | 0 
    26390/  4 | 0 
    26390/  4 | 0 
    26391/  4 | 0 
    26391/  4 | 0 
    26391/  4 | 0 
    26391/  4 | 0 
    26391/  4 | 0 
    26392/  4 | 0 
    26392/  4 | 0 
    26392/  4 | 0 
    26392/  4 | 0 
    26392/  4 | 0 
    26393/  4 | 0 
    26393/  4 | 0 
    26393/  4 | 0 
    26393/  4 | 0 
    26393/  4 | 0 
    26394/  4 | 0 
    26394/  4 | 0 
    26394/  4 | 0 
    26394/  4 | 0 
    26394/  4 | 0 
    26395/  4 | 0 
    26395/  4 | 0 
    26395/  4 | 0 
    26395/  4 | 0 
    26395/  4 | 0 
    26396/  4 | 0 
    26396/  4 | 0 
    26396/  4 | 0 
    26396/  4 | 0 
    26396/  4 | 0 
    26397/  4 | 0 
    26397/  4 | 0 
    26397/  4 | 0 
    26397/  4 | 0 
    26397/  4 | 0 
    26398/  4 | 0 
    26398/  4 | 0 
    26398/  4 | 0 
    26398/  4 | 0 
    26399/  4 | 0 
    26399/  4 | 0 
    26399/  4 | 0 
    26399/  4 | 0 
    26399/  4 | 0 
    26400/  4 | 0 
    26400/  4 | 0 
    26400/  4 | 0 
    26400/  4 | 0 
    26400/  4 | 0 
    26401/  4 | 0 
    26401/  4 | 0 
    26401/  4 | 443 
    26401/  4 | 443 
    26401/  4 | 443 
    26402/  4 | 443 
    26402/  4 | 443 
    26402/  4 | 443 
    26402/  4 | 443 
    26403/  4 | 443 
    26403/  4 | 443 
    26403/  4 | 443 
    26403/  4 | 443 
    26403/  4 | 443 
    26404/  4 | 443 
    26404/  4 | 443 
    26404/  4 | 443 
    26404/  4 | 443 
    26405/  4 | 443 
    26405/  4 | 443 
    26405/  4 | 443 
    26405/  4 | 443 
    26405/  4 | 443 
    26406/  4 | 443 
    26406/  4 | 443 
    26406/  4 | 443 
    26406/  4 | 443 
    26407/  4 | 443 
    26407/  4 | 443 
    26407/  4 | 443 
    26407/  4 | 443 
    26408/  4 | 443 
    26408/  4 | 443 
    26408/  4 | 443 
    26408/  4 | 443 
    26408/  4 | 443 
    26409/  4 | 443 
    26409/  4 | 443 
    26409/  4 | 443 
    26409/  4 | 443 
    26410/  4 | 443 
    26410/  4 | 443 
    26410/  4 | 443 
    26410/  4 | 443 
    26410/  4 | 443 
    26411/  4 | 443 
    26411/  4 | 443 
    26411/  4 | 443 
    26411/  4 | 443 
    26412/  4 | 443 
    26412/  4 | 443 
    26412/  4 | 443 
    26412/  4 | 443 
    26412/  4 | 443 
    26413/  4 | 443 
    26413/  4 | 443 
    26413/  4 | 443 
    26413/  4 | 443 
    26414/  4 | 443 
    26414/  4 | 443 
    26414/  4 | 443 
    26414/  4 | 443 
    26415/  4 | 443 
    26415/  4 | 443 
    26415/  4 | 443 
    26415/  4 | 443 
    26415/  4 | 443 
    26416/  4 | 443 
    26416/  4 | 443 
    26416/  4 | 443 
    26416/  4 | 443 
    26417/  4 | 443 
    26417/  4 | 443 
    26417/  4 | 443 
    26417/  4 | 443 
    26417/  4 | 443 
    26418/  4 | 443 
    26418/  4 | 443 
    26418/  4 | 443 
    26418/  4 | 443 
    26419/  4 | 443 
    26419/  4 | 443 
    26419/  4 | 443 
    26419/  4 | 443 
    26419/  4 | 443 
    26420/  4 | 443 
    26420/  4 | 443 
    26420/  4 | 443 
    26420/  4 | 443 
    26421/  4 | 443 
    26421/  4 | 443 
    26421/  4 | 443 
    26421/  4 | 443 
    26422/  4 | 443 
    26422/  4 | 443 
    26422/  4 | 443 
    26422/  4 | 443 
    26422/  4 | 443 
    26423/  4 | 443 
    26423/  4 | 443 
    26423/  4 | 443 
    26423/  4 | 443 
    26424/  4 | 443 
    26424/  4 | 443 
    26424/  4 | 443 
    26424/  4 | 443 
    26424/  4 | 443 
    26425/  4 | 443 
    26425/  4 | 443 
    26425/  4 | 443 
    26425/  4 | 443 
    26426/  4 | 443 
    26426/  4 | 443 
    26426/  4 | 443 
    26426/  4 | 443 
    26427/  4 | 443 
    26427/  4 | 443 
    26427/  4 | 443 
    26427/  4 | 443 
    26427/  4 | 443 
    26428/  4 | 443 
    26428/  4 | 443 
    26428/  4 | 443 
    26428/  4 | 443 
    26429/  4 | 443 
    26429/  4 | 443 
    26429/  4 | 443 
    26429/  4 | 443 
    26429/  4 | 443 
    26430/  4 | 443 
    26430/  4 | 443 
    26430/  4 | 443 
    26430/  4 | 443 
    26431/  4 | 443 
    26431/  4 | 443 
    26431/  4 | 443 
    26431/  4 | 443 
    26431/  4 | 443 
    26432/  4 | 443 
    26432/  4 | 443 
    26432/  4 | 443 
    26432/  4 | 443 
    26433/  4 | 443 
    26433/  4 | 443 
    26433/  4 | 443 
    26433/  4 | 443 
    26434/  4 | 443 
    26434/  4 | 443 
    26434/  4 | 443 
    26434/  4 | 443 
    26434/  4 | 443 
    26435/  4 | 443 
    26435/  4 | 443 
    26435/  4 | 443 
    26435/  4 | 443 
    26436/  4 | 443 
    26436/  4 | 443 
    26436/  4 | 443 
    26436/  4 | 443 
    26436/  4 | 443 
    26437/  4 | 443 
    26437/  4 | 443 
    26437/  4 | 443 
    26437/  4 | 443 
    26438/  4 | 443 
    26438/  4 | 443 
    26438/  4 | 443 
    26438/  4 | 443 
    26438/  4 | 405 
    26439/  4 | 405 
    26439/  4 | 405 
    26439/  4 | 405 
    26439/  4 | 405 
    26440/  4 | 405 
    26440/  4 | 405 
    26440/  4 | 405 
    26440/  4 | 405 
    26441/  4 | 405 
    26441/  4 | 405 
    26441/  4 | 405 
    26441/  4 | 405 
    26441/  4 | 405 
    26442/  4 | 405 
    26442/  4 | 405 
    26442/  4 | 405 
    26442/  4 | 405 
    26443/  4 | 405 
    26443/  4 | 405 
    26443/  4 | 405 
    26443/  4 | 405 
    26443/  4 | 405 
    26444/  4 | 405 
    26444/  4 | 405 
    26444/  4 | 405 
    26444/  4 | 405 
    26445/  4 | 405 
    26445/  4 | 405 
    26445/  4 | 405 
    26445/  4 | 405 
    26446/  4 | 405 
    26446/  4 | 405 
    26446/  4 | 405 
    26446/  4 | 405 
    26446/  4 | 405 
    26447/  4 | 405 
    26447/  4 | 405 
    26447/  4 | 405 
    26447/  4 | 405 
    26448/  4 | 405 
    26448/  4 | 405 
    26448/  4 | 405 
    26448/  4 | 405 
    26448/  4 | 405 
    26449/  4 | 405 
    26449/  4 | 405 
