    25357/  4 | SET 0
    38458/  4 | 0 
    38458/  4 | 0 
    38459/  4 | 0 
    38459/  4 | 0 
    38459/  4 | 0 
    38459/  4 | 0 
    38459/  4 | 0 
    38460/  4 | 0 
    38460/  4 | 0 
    38460/  4 | 0 
    38460/  4 | 0 
    38460/  4 | 0 
    38461/  4 | 0 
    38461/  4 | 0 
    38461/  4 | 0 
    38461/  4 | 0 
    38461/  4 | 0 
    38462/  4 | 0 
    38462/  4 | 0 
    38462/  4 | 0 
    38462/  4 | 0 
    38463/  4 | 0 
    38463/  4 | 0 
    38463/  4 | 0 
    38463/  4 | 0 
    38463/  4 | 0 
    38464/  4 | 0 
    38464/  4 | 0 
    38464/  4 | 0 
    38464/  4 | 180 
    38464/  4 | 180 
    38465/  4 | 180 
    38465/  4 | 180 
    38465/  4 | 180 
    38465/  4 | 180 
    38465/  4 | 180 
    38466/  4 | 180 
    38466/  4 | 180 
    38466/  4 | 180 
    38466/  4 | 180 
    38467/  4 | 180 
    38467/  4 | 180 
    38467/  4 | 180 
    38467/  4 | 180 
    38468/  4 | 180 
    38468/  4 | 180 
    38468/  4 | 180 
    38468/  4 | 180 
    38468/  4 | 180 
    38469/  4 | 180 
    38469/  4 | 180 
    38469/  4 | 180 
    38469/  4 | 180 
    38470/  4 | 180 
    38470/  4 | 180 
    38470/  4 | 180 
    38470/  4 | 180 
    38470/  4 | 180 
    38471/  4 | 180 
    38471/  4 | 180 
    38471/  4 | 180 
    38471/  4 | 180 
    38472/  4 | 180 
    38472/  4 | 180 
    38472/  4 | 180 
    38472/  4 | 180 
    38473/  4 | 180 
    38473/  4 | 180 
    38473/  4 | 180 
    38473/  4 | 180 
    38473/  4 | 180 
    38474/  4 | 180 
    38474/  4 | 180 
    38474/  4 | 180 
    38474/  4 | 180 
    38475/  4 | 180 
    38475/  4 | 180 
    38475/  4 | 180 
    38475/  4 | 180 
    38475/  4 | 180 
    38476/  4 | 180 
    38476/  4 | 180 
    38476/  4 | 180 
    38476/  4 | 180 
    38477/  4 | 180 
    38477/  4 | 180 
    38477/  4 | 180 
    38477/  4 | 180 
    38477/  4 | 180 
    38478/  4 | 180 
    38478/  4 | 180 
    38478/  4 | 180 
    38478/  4 | 180 
    38479/  4 | 180 
    38479/  4 | 180 
    38479/  4 | 180 
    38479/  4 | 180 
    38480/  4 | 180 
    38480/  4 | 180 
    38480/  4 | 180 
    38480/  4 | 180 
    38480/  4 | 180 
    38481/  4 | 180 
    38481/  4 | 180 
    38481/  4 | 180 
    38481/  4 | 180 
    38482/  4 | 180 
    38482/  4 | 180 
    38482/  4 | 180 
    38482/  4 | 180 
    38482/  4 | 180 
    38483/  4 | 180 
    38483/  4 | 180 
    38483/  4 | 180 
    38483/  4 | 180 
    38484/  4 | 180 
    38484/  4 | 180 
    38484/  4 | 180 
    38484/  4 | 180 
    38484/  4 | 180 
    38485/  4 | 180 
    38485/  4 | 180 
    38485/  4 | 180 
    38485/  4 | 180 
    38486/  4 | 180 
    38486/  4 | 180 
    38486/  4 | 180 
    38486/  4 | 180 
    38487/  4 | 180 
    38487/  4 | 180 
    38487/  4 | 180 
    38487/  4 | 180 
    38487/  4 | 180 
    38488/  4 | 180 
    38488/  4 | 180 
    38488/  4 | 180 
    38488/  4 | 180 
    38489/  4 | 180 
    38489/  4 | 180 
    38489/  4 | 180 
    38489/  4 | 180 
    38489/  4 | 180 
    38490/  4 | 180 
    38490/  4 | 180 
    38490/  4 | 180 
    38490/  4 | 180 
    38491/  4 | 180 
    38491/  4 | 180 
    38491/  4 | 180 
    38491/  4 | 180 
    38492/  4 | 180 
    38492/  4 | 180 
    38492/  4 | 180 
    38492/  4 | 180 
    38492/  4 | 180 
    38493/  4 | 180 
    38493/  4 | 180 
    38493/  4 | 180 
    38493/  4 | 180 
    38494/  4 | 180 
    38494/  4 | 180 
    38494/  4 | 180 
    38494/  4 | 180 
    38494/  4 | 180 
    38495/  4 | 180 
    38495/  4 | 180 
    38495/  4 | 180 
    38495/  4 | 180 
    38496/  4 | 180 
    38496/  4 | 180 
    38496/  4 | 180 
    38496/  4 | 180 
    38496/  4 | 180 
    38497/  4 | 180 
    38497/  4 | 180 
    38497/  4 | 180 
    38497/  4 | 180 
    38498/  4 | 180 
    38498/  4 | 180 
    38498/  4 | 180 
    38498/  4 | 180 
    38499/  4 | 180 
    38499/  4 | 180 
    38499/  4 | 180 
    38499/  4 | 180 
    38499/  4 | 180 
    38500/  4 | 180 
    38500/  4 | 180 
    38500/  4 | 180 
    38500/  4 | 180 
    38501/  4 | 180 
    38501/  4 | 180 
    38501/  4 | 180 
    38501/  4 | 180 
    38501/  4 | -87 
    38502/  4 | -87 
    38502/  4 | -87 
    38502/  4 | -87 
    38502/  4 | -87 
    38503/  4 | -87 
    38503/  4 | -87 
    38503/  4 | -87 
    38503/  4 | -87 
    38503/  4 | -87 
    38504/  4 | -87 
    38504/  4 | -87 
    38504/  4 | -87 
    38504/  4 | -87 
    38505/  4 | -87 
    38505/  4 | -87 
    38505/  4 | -87 
    38505/  4 | -87 
    38506/  4 | -87 
    38506/  4 | -87 
    38506/  4 | -87 
    38506/  4 | -87 
    38506/  4 | -87 
    38507/  4 | -87 
    38507/  4 | -87 
    38507/  4 | -87 
    38507/  4 | -87 
    38508/  4 | -87 
    38508/  4 | -87 
    38508/  4 | -87 
    38508/  4 | -87 
    38508/  4 | -87 
    38509/  4 | -87 
    38509/  4 | -87 
    38509/  4 | -87 
    38509/  4 | -87 
    38510/  4 | -87 
    38510/  4 | -87 
    38510/  4 | -87 
    38510/  4 | -87 
    38511/  4 | -87 
    38511/  4 | -87 
    38511/  4 | -87 
    38511/  4 | -87 
    38511/  4 | -87 
    38512/  4 | -87 
    38512/  4 | -87 
    38512/  4 | -87 
    38512/  4 | -87 
    38513/  4 | -87 
    38513/  4 | -87 
    38513/  4 | -87 
    38513/  4 | -87 
    38513/  4 | -87 
    38514/  4 | -87 
    38514/  4 | -87 
    38514/  4 | -87 
    38514/  4 | -87 
    38515/  4 | -87 
    38515/  4 | -87 
    38515/  4 | -87 
    38515/  4 | -87 
    38515/  4 | -87 
    38516/  4 | -87 
    38516/  4 | -87 
    38516/  4 | -87 
    38516/  4 | -87 
    38517/  4 | -87 
    38517/  4 | -87 
    38517/  4 | -87 
    38517/  4 | -87 
    38518/  4 | -87 
    38518/  4 | -87 
    38518/  4 | -87 
    38518/  4 | -87 
    38518/  4 | -87 
    38519/  4 | -87 
    38519/  4 | -87 
    38519/  4 | -87 
    38519/  4 | -87 
    38520/  4 | -87 
    38520/  4 | -87 
    38520/  4 | -87 
    38520/  4 | -87 
    38520/  4 | -87 
    38521/  4 | -87 
    38521/  4 | -87 
    38521/  4 | -87 
    38521/  4 | -87 
    38522/  4 | -87 
    38522/  4 | -87 
    38522/  4 | -87 
    38522/  4 | -87 
    38523/  4 | -87 
    38523/  4 | -87 
    38523/  4 | -87 
    38523/  4 | -87 
    38523/  4 | -87 
    38524/  4 | -87 
    38524/  4 | -87 
    38524/  4 | -87 
    38524/  4 | -87 
    38525/  4 | -87 
    38525/  4 | -87 
    38525/  4 | -87 
    38525/  4 | -87 
    38525/  4 | -87 
    38526/  4 | -87 
    38526/  4 | -87 
    38526/  4 | -87 
    38526/  4 | -87 
    38527/  4 | -87 
    38527/  4 | -87 
    38527/  4 | -87 
    38527/  4 | -87 
    38527/  4 | -87 
    38528/  4 | -87 
    38528/  4 | -87 
    38528/  4 | -87 
    38528/  4 | -87 
    38529/  4 | -87 
    38529/  4 | -87 
    38529/  4 | -87 
    38529/  4 | -87 
    38530/  4 | -87 
    38530/  4 | -87 
    38530/  4 | -87 
    38530/  4 | -87 
    38530/  4 | -87 
    38531/  4 | -87 
    38531/  4 | -87 
    38531/  4 | -87 
    38531/  4 | -87 
    38532/  4 | -87 
    38532/  4 | -87 
    38532/  4 | -87 
    38532/  4 | -87 
    38532/  4 | -87 
    38533/  4 | -87 
    38533/  4 | -87 
    38533/  4 | -87 
    38533/  4 | -87 
    38534/  4 | -87 
    38534/  4 | -87 
    38534/  4 | -87 
    38534/  4 | -87 
    38534/  4 | -87 
    38535/  4 | -87 
    38535/  4 | -87 
    38535/  4 | -87 
    38535/  4 | -87 
    38536/  4 | -87 
    38536/  4 | -87 
    38536/  4 | -87 
    38536/  4 | -87 
    38537/  4 | -87 
    38537/  4 | -87 
    38537/  4 | -87 
    38537/  4 | -87 
    38537/  4 | -87 
    38538/  4 | -87 
    38538/  4 | -87 
    38538/  4 | -87 
    38538/  4 | -87 
    38539/  4 | -87 
    38539/  4 | -87 
    38539/  4 | -318 
    38539/  4 | -318 
    38539/  4 | -318 
    38540/  4 | -318 
    38540/  4 | -318 
    38540/  4 | -318 
    38540/  4 | -318 
    38541/  4 | -318 
    38541/  4 | -318 
    38541/  4 | -318 
    38541/  4 | -318 
    38542/  4 | -318 
    38542/  4 | -318 
    38542/  4 | -318 
    38542/  4 | -318 
    38543/  4 | -318 
    38543/  4 | -318 
    38543/  4 | -318 
    38543/  4 | -318 
    38544/  4 | -318 
    38544/  4 | -318 
    38544/  4 | -318 
    38544/  4 | -318 
    38544/  4 | -318 
    38545/  4 | -318 
    38545/  4 | -318 
    38545/  4 | -318 
    38545/  4 | -318 
    38546/  4 | -318 
    38546/  4 | -318 
    38546/  4 | -318 
    38546/  4 | -318 
    38547/  4 | -318 
    38547/  4 | -318 
    38547/  4 | -318 
    38547/  4 | -318 
    38548/  4 | -318 
    38548/  4 | -318 
    38548/  4 | -318 
    38548/  4 | -318 
    38548/  4 | -318 
    38549/  4 | -318 
    38549/  4 | -318 
    38549/  4 | -318 
    38549/  4 | -318 
    38550/  4 | -318 
    38550/  4 | -318 
    38550/  4 | -318 
    38550/  4 | -318 
    38551/  4 | -318 
    38551/  4 | -318 
    38551/  4 | -318 
    38551/  4 | -318 
    38552/  4 | -318 
    38552/  4 | -318 
    38552/  4 | -318 
    38552/  4 | -318 
    38553/  4 | -318 
    38553/  4 | -318 
    38553/  4 | -318 
    38553/  4 | -318 
    38553/  4 | -318 
    38554/  4 | -318 
    38554/  4 | -318 
    38554/  4 | -318 
    38554/  4 | -318 
    38555/  4 | -318 
    38555/  4 | -318 
    38559/  4 | SET 0
    38559/  4 | 0 
    38559/  4 | 0 
    38559/  4 | 0 
    38559/  4 | 0 
    38560/  4 | 0 
    38560/  4 | 0 
    38560/  4 | 0 
    38560/  4 | 0 
    38560/  4 | 0 
    38561/  4 | 0 
    38561/  4 | 0 
    38561/  4 | 0 
    38561/  4 | 0 
    38562/  4 | 0 
    38562/  4 | 0 
    38562/  4 | 0 
    38562/  4 | 0 
    38562/  4 | 0 
    38563/  4 | 0 
    38563/  4 | 0 
    38563/  4 | 0 
    38563/  4 | 0 
    38563/  4 | 0 
    38564/  4 | 0 
    38564/  4 | 0 
    38564/  4 | 0 
    38564/  4 | 0 
    38564/  4 | 0 
    38565/  4 | 0 
    38565/  4 | 0 
    38565/  4 | 0 
    38565/  4 | 0 
    38565/  4 | 0 
    38566/  4 | 0 
    38566/  4 | 0 
    38566/  4 | 0 
    38566/  4 | 0 
    38566/  4 | 0 
    38567/  4 | 0 
    38567/  4 | 0 
    38567/  4 | 0 
    38567/  4 | 0 
    38567/  4 | 0 
    38568/  4 | 0 
    38568/  4 | 0 
    38568/  4 | 0 
    38568/  4 | 0 
    38568/  4 | 0 
    38569/  4 | 0 
    38569/  4 | 0 
    38569/  4 | 0 
    38569/  4 | 0 
    38570/  4 | 0 
    38570/  4 | 0 
    38570/  4 | 0 
    38570/  4 | 0 
    38570/  4 | 0 
    38571/  4 | 0 
    38571/  4 | 0 
    38571/  4 | 0 
    38571/  4 | 0 
    38571/  4 | 0 
    38572/  4 | 0 
    38572/  4 | 0 
    38572/  4 | 0 
    38572/  4 | 0 
    38572/  4 | 0 
    38573/  4 | 0 
    38573/  4 | 0 
    38573/  4 | 0 
    38573/  4 | 0 
    38573/  4 | 0 
    38574/  4 | 0 
    38574/  4 | 0 
    38574/  4 | 0 
    38574/  4 | 0 
    38574/  4 | 0 
    38575/  4 | 0 
    38575/  4 | 0 
    38575/  4 | 0 
    38575/  4 | 0 
    38575/  4 | 0 
    38576/  4 | 0 
    38576/  4 | 0 
    38576/  4 | 0 
    38576/  4 | 0 
    38576/  4 | 0 
    38577/  4 | 0 
    38577/  4 | 0 
    38577/  4 | 0 
    38577/  4 | 0 
    38577/  4 | 0 
    38578/  4 | 0 
    38578/  4 | 0 
    38578/  4 | 0 
    38578/  4 | 0 
    38579/  4 | 0 
    38579/  4 | 0 
    38579/  4 | 0 
    38579/  4 | 0 
    38579/  4 | 0 
    38580/  4 | 0 
    38580/  4 | 0 
    38580/  4 | 0 
    38580/  4 | 0 
    38580/  4 | 0 
    38581/  4 | 0 
    38581/  4 | 0 
    38581/  4 | 0 
    38581/  4 | 0 
    38581/  4 | 0 
    38582/  4 | 0 
    38582/  4 | 0 
    38582/  4 | 0 
    38582/  4 | 0 
    38582/  4 | 0 
    38583/  4 | 0 
    38583/  4 | 0 
    38583/  4 | 0 
    38583/  4 | 0 
    38583/  4 | 0 
    38584/  4 | 0 
    38584/  4 | 0 
    38584/  4 | 0 
    38584/  4 | 0 
    38584/  4 | 0 
    38585/  4 | 0 
    38585/  4 | 0 
    38585/  4 | 0 
    38585/  4 | 0 
    38585/  4 | 0 
    38586/  4 | 0 
    38586/  4 | 0 
    38586/  4 | 0 
    38586/  4 | 0 
    38586/  4 | 0 
    38587/  4 | 0 
    38587/  4 | 0 
    38587/  4 | 0 
    38587/  4 | 0 
    38588/  4 | 0 
    38588/  4 | 0 
    38588/  4 | 0 
    38588/  4 | 0 
    38588/  4 | 0 
    38589/  4 | 0 
    38589/  4 | 0 
    38589/  4 | 0 
    38589/  4 | 0 
    38589/  4 | 0 
    38590/  4 | 0 
    38590/  4 | 0 
    38590/  4 | 0 
    38590/  4 | 0 
    38590/  4 | 0 
    38591/  4 | 0 
    38591/  4 | 0 
    38591/  4 | 0 
    38591/  4 | 0 
    38591/  4 | 0 
    38592/  4 | 0 
    38592/  4 | 0 
    38592/  4 | 0 
    38592/  4 | 0 
    38592/  4 | 0 
    38593/  4 | 0 
    38593/  4 | 0 
    38593/  4 | 0 
    38593/  4 | 0 
    38593/  4 | 0 
    38594/  4 | 0 
    38594/  4 | 0 
    38594/  4 | 0 
    38594/  4 | 0 
    38594/  4 | 0 
    38595/  4 | 0 
    38595/  4 | 176 
    38595/  4 | 176 
    38595/  4 | 176 
    38596/  4 | 176 
    38596/  4 | 176 
    38596/  4 | 176 
    38596/  4 | 176 
    38596/  4 | 176 
    38597/  4 | 176 
    38597/  4 | 176 
    38597/  4 | 176 
    38597/  4 | 176 
    38598/  4 | 176 
    38598/  4 | 176 
    38598/  4 | 176 
    38598/  4 | 176 
    38598/  4 | 176 
    38599/  4 | 176 
    38599/  4 | 176 
    38599/  4 | 176 
    38599/  4 | 176 
    38600/  4 | 176 
    38600/  4 | 176 
    38600/  4 | 176 
    38600/  4 | 176 
    38601/  4 | 176 
    38601/  4 | 176 
    38601/  4 | 176 
    38601/  4 | 176 
    38601/  4 | 176 
    38602/  4 | 176 
    38602/  4 | 176 
    38602/  4 | 176 
    38602/  4 | 176 
    38603/  4 | 176 
    38603/  4 | 176 
    38603/  4 | 176 
    38603/  4 | 176 
    38603/  4 | 176 
    38604/  4 | 176 
    38604/  4 | 176 
    38604/  4 | 176 
    38604/  4 | 176 
    38605/  4 | 176 
    38605/  4 | 176 
    38605/  4 | 176 
    38605/  4 | 176 
    38605/  4 | 176 
    38606/  4 | 176 
    38606/  4 | 176 
    38606/  4 | 176 
    38606/  4 | 176 
    38607/  4 | 176 
    38607/  4 | 176 
    38607/  4 | 176 
    38607/  4 | 176 
    38608/  4 | 176 
    38608/  4 | 176 
    38608/  4 | 176 
    38608/  4 | 176 
    38608/  4 | 176 
    38609/  4 | 176 
    38609/  4 | 176 
    38609/  4 | 176 
    38609/  4 | 176 
    38610/  4 | 176 
    38610/  4 | 176 
    38610/  4 | 176 
    38610/  4 | 176 
    38610/  4 | 176 
    38611/  4 | 176 
    38611/  4 | 176 
    38611/  4 | 176 
    38611/  4 | 176 
    38612/  4 | 176 
    38612/  4 | 176 
    38612/  4 | 176 
    38612/  4 | 176 
    38613/  4 | 176 
    38613/  4 | 176 
    38613/  4 | 176 
    38613/  4 | 176 
    38613/  4 | 176 
    38614/  4 | 176 
    38614/  4 | 176 
    38614/  4 | 176 
    38614/  4 | 176 
    38615/  4 | 176 
    38615/  4 | 176 
    38615/  4 | 176 
    38615/  4 | 176 
    38615/  4 | 176 
    38616/  4 | 176 
    38616/  4 | 176 
    38616/  4 | 176 
    38616/  4 | 176 
    38617/  4 | 176 
    38617/  4 | 176 
    38617/  4 | 176 
    38617/  4 | 176 
    38617/  4 | 176 
    38618/  4 | 176 
    38618/  4 | 176 
    38618/  4 | 176 
    38618/  4 | 176 
    38619/  4 | 176 
    38619/  4 | 176 
    38619/  4 | 176 
    38619/  4 | 176 
    38620/  4 | 176 
    38620/  4 | 176 
    38620/  4 | 176 
    38620/  4 | 176 
    38620/  4 | 176 
    38621/  4 | 176 
    38621/  4 | 176 
    38621/  4 | 176 
    38621/  4 | 176 
    38622/  4 | 176 
    38622/  4 | 176 
    38622/  4 | 176 
    38622/  4 | 176 
    38622/  4 | 176 
    38623/  4 | 176 
    38623/  4 | 176 
    38623/  4 | 176 
    38623/  4 | 176 
    38624/  4 | 176 
    38624/  4 | 176 
    38624/  4 | 176 
    38624/  4 | 176 
    38625/  4 | 176 
    38625/  4 | 176 
    38625/  4 | 176 
    38625/  4 | 176 
    38625/  4 | 176 
    38626/  4 | 176 
    38626/  4 | 176 
    38626/  4 | 176 
    38626/  4 | 176 
    38627/  4 | 176 
    38627/  4 | 176 
    38627/  4 | 176 
    38627/  4 | 176 
    38627/  4 | 176 
    38628/  4 | 176 
    38628/  4 | 176 
    38628/  4 | 176 
    38628/  4 | 176 
    38629/  4 | 176 
    38629/  4 | 176 
    38629/  4 | 176 
    38629/  4 | 176 
    38629/  4 | 176 
    38630/  4 | 176 
    38630/  4 | 176 
    38630/  4 | 176 
    38630/  4 | 176 
    38631/  4 | 176 
    38631/  4 | 176 
    38631/  4 | 176 
    38631/  4 | 176 
    38632/  4 | 176 
    38632/  4 | 176 
    38632/  4 | 176 
    38632/  4 | 328 
    38632/  4 | 328 
    38633/  4 | 328 
    38633/  4 | 328 
    38633/  4 | 328 
    38633/  4 | 328 
    38634/  4 | 328 
    38634/  4 | 328 
    38634/  4 | 328 
    38634/  4 | 328 
    38634/  4 | 328 
    38635/  4 | 328 
    38635/  4 | 328 
    38635/  4 | 328 
    38635/  4 | 328 
    38636/  4 | 328 
    38636/  4 | 328 
    38636/  4 | 328 
    38636/  4 | 328 
    38636/  4 | 328 
    38637/  4 | 328 
    38637/  4 | 328 
    38637/  4 | 328 
    38637/  4 | 328 
    38638/  4 | 328 
    38638/  4 | 328 
    38638/  4 | 328 
    38638/  4 | 328 
    38639/  4 | 328 
    38639/  4 | 328 
    38639/  4 | 328 
    38639/  4 | 328 
    38639/  4 | 328 
    38640/  4 | 328 
    38640/  4 | 328 
    38640/  4 | 328 
    38640/  4 | 328 
    38641/  4 | 328 
    38641/  4 | 328 
    38641/  4 | 328 
    38641/  4 | 328 
    38641/  4 | 328 
    38642/  4 | 328 
    38642/  4 | 328 
    38642/  4 | 328 
    38642/  4 | 328 
    38643/  4 | 328 
    38643/  4 | 328 
    38643/  4 | 328 
    38643/  4 | 328 
    38644/  4 | 328 
    38644/  4 | 328 
    38644/  4 | 328 
    38644/  4 | 328 
    38644/  4 | 328 
    38645/  4 | 328 
    38645/  4 | 328 
    38645/  4 | 328 
    38645/  4 | 328 
    38646/  4 | 328 
    38646/  4 | 328 
    38646/  4 | 328 
    38646/  4 | 328 
    38646/  4 | 328 
    38647/  4 | 328 
    38647/  4 | 328 
    38647/  4 | 328 
    38647/  4 | 328 
    38648/  4 | 328 
    38648/  4 | 328 
    38648/  4 | 328 
    38648/  4 | 328 
    38648/  4 | 328 
    38649/  4 | 328 
    38649/  4 | 328 
    38649/  4 | 328 
    38649/  4 | 328 
    38650/  4 | 328 
    38650/  4 | 328 
    38650/  4 | 328 
    38650/  4 | 328 
    38651/  4 | 328 
    38651/  4 | 328 
    38651/  4 | 328 
    38651/  4 | 328 
    38651/  4 | 328 
    38652/  4 | 328 
    38652/  4 | 328 
    38652/  4 | 328 
    38652/  4 | 328 
    38653/  4 | 328 
    38653/  4 | 328 
    38653/  4 | 328 
    38653/  4 | 328 
    38653/  4 | 328 
    38654/  4 | 328 
    38654/  4 | 328 
    38654/  4 | 328 
    38654/  4 | 328 
    38655/  4 | 328 
    38655/  4 | 328 
    38655/  4 | 328 
    38655/  4 | 328 
    38656/  4 | 328 
    38656/  4 | 328 
    38656/  4 | 328 
    38656/  4 | 328 
    38656/  4 | 328 
    38657/  4 | 328 
    38657/  4 | 328 
    38657/  4 | 328 
    38657/  4 | 328 
    38658/  4 | 328 
    38658/  4 | 328 
    38658/  4 | 328 
    38658/  4 | 328 
    38658/  4 | 328 
    38659/  4 | 328 
    38659/  4 | 328 
    38659/  4 | 328 
    38659/  4 | 328 
    38660/  4 | 328 
    38660/  4 | 328 
    38660/  4 | 328 
    38660/  4 | 328 
    38660/  4 | 328 
    38661/  4 | 328 
    38661/  4 | 328 
    38661/  4 | 328 
    38661/  4 | 328 
    38662/  4 | 328 
    38662/  4 | 328 
    38662/  4 | 328 
    38662/  4 | 328 
    38663/  4 | 328 
    38663/  4 | 328 
    38663/  4 | 328 
    38663/  4 | 328 
    38663/  4 | 328 
    38667/  4 | SET 0
    38667/  4 | 0 
    38668/  4 | 0 
    38668/  4 | 0 
    38668/  4 | 0 
    38668/  4 | 0 
    38668/  4 | 0 
    38669/  4 | 0 
    38669/  4 | 0 
    38669/  4 | 0 
    38669/  4 | 0 
    38669/  4 | 0 
    38670/  4 | 85 
    38670/  4 | 85 
    38670/  4 | 85 
    38670/  4 | 85 
    38670/  4 | 85 
    38671/  4 | 85 
    38671/  4 | 85 
    38671/  4 | 85 
    38671/  4 | 85 
    38672/  4 | 85 
    38672/  4 | 85 
    38672/  4 | 85 
    38672/  4 | 85 
    38672/  4 | 85 
    38673/  4 | 85 
    38673/  4 | 85 
    38673/  4 | 85 
    38673/  4 | 85 
    38673/  4 | 85 
    38674/  4 | 85 
    38674/  4 | 85 
    38674/  4 | 85 
    38674/  4 | 85 
    38675/  4 | 85 
    38675/  4 | 85 
    38675/  4 | 85 
    38675/  4 | 85 
    38675/  4 | 85 
    38676/  4 | 85 
    38676/  4 | 85 
    38676/  4 | 85 
    38676/  4 | 85 
    38676/  4 | 85 
    38677/  4 | 85 
    38677/  4 | 85 
    38677/  4 | 85 
    38677/  4 | 85 
    38678/  4 | 85 
    38678/  4 | 85 
    38678/  4 | 85 
    38678/  4 | 85 
    38678/  4 | 85 
    38679/  4 | 85 
    38679/  4 | 85 
    38679/  4 | 85 
    38679/  4 | 85 
    38679/  4 | 85 
    38680/  4 | 85 
    38680/  4 | 85 
    38680/  4 | 85 
    38680/  4 | 85 
    38681/  4 | 85 
    38681/  4 | 85 
    38681/  4 | 85 
    38681/  4 | 85 
    38681/  4 | 85 
    38682/  4 | 85 
    38682/  4 | 85 
    38682/  4 | 85 
    38682/  4 | 85 
    38683/  4 | 85 
    38683/  4 | 85 
    38683/  4 | 85 
    38683/  4 | 85 
    38683/  4 | 85 
    38684/  4 | 85 
    38684/  4 | 85 
    38684/  4 | 85 
    38684/  4 | 85 
    38684/  4 | 85 
    38685/  4 | 85 
    38685/  4 | 85 
    38685/  4 | 85 
    38685/  4 | 85 
    38686/  4 | 85 
    38686/  4 | 85 
    38686/  4 | 85 
    38686/  4 | 85 
    38686/  4 | 85 
    38687/  4 | 85 
    38687/  4 | 85 
    38687/  4 | 85 
    38687/  4 | 85 
    38687/  4 | 85 
    38688/  4 | 85 
    38688/  4 | 85 
    38688/  4 | 85 
    38688/  4 | 85 
    38689/  4 | 85 
    38689/  4 | 85 
    38689/  4 | 85 
    38689/  4 | 85 
    38689/  4 | 85 
    38690/  4 | 85 
    38690/  4 | 85 
    38690/  4 | 85 
    38690/  4 | 85 
    38690/  4 | 85 
    38691/  4 | 85 
    38691/  4 | 85 
    38691/  4 | 85 
    38691/  4 | 85 
    38692/  4 | 85 
    38692/  4 | 85 
    38692/  4 | 85 
    38692/  4 | 85 
    38692/  4 | 85 
    38693/  4 | 85 
    38693/  4 | 85 
    38693/  4 | 85 
    38693/  4 | 85 
    38693/  4 | 85 
    38694/  4 | 85 
    38694/  4 | 85 
    38694/  4 | 85 
    38694/  4 | 85 
    38695/  4 | 85 
    38695/  4 | 85 
    38695/  4 | 85 
    38695/  4 | 85 
    38695/  4 | 85 
    38696/  4 | 85 
    38696/  4 | 85 
    38696/  4 | 85 
    38696/  4 | 85 
    38697/  4 | 85 
    38697/  4 | 85 
    38697/  4 | 85 
    38697/  4 | 85 
    38697/  4 | 85 
    38698/  4 | 85 
    38698/  4 | 85 
    38698/  4 | 85 
    38698/  4 | 85 
    38698/  4 | 85 
    38699/  4 | 85 
    38699/  4 | 85 
    38699/  4 | 85 
    38699/  4 | 85 
    38700/  4 | 85 
    38700/  4 | 85 
    38700/  4 | 85 
    38700/  4 | 85 
    38700/  4 | 85 
    38701/  4 | 85 
    38701/  4 | 85 
    38701/  4 | 85 
    38701/  4 | 85 
    38701/  4 | 85 
    38702/  4 | 85 
    38702/  4 | 85 
    38702/  4 | 85 
    38702/  4 | 85 
    38703/  4 | 85 
    38703/  4 | 85 
    38703/  4 | 85 
    38703/  4 | 85 
    38703/  4 | 85 
    38704/  4 | 85 
    38704/  4 | 85 
    38704/  4 | 85 
    38704/  4 | 85 
    38704/  4 | 85 
    38705/  4 | 85 
    38705/  4 | 85 
    38705/  4 | 85 
    38705/  4 | 85 
    38706/  4 | 85 
    38706/  4 | 85 
    38706/  4 | 85 
    38706/  4 | 85 
    38706/  4 | 85 
    38707/  4 | 85 
    38707/  4 | 85 
    38707/  4 | -166 
    38707/  4 | -166 
    38708/  4 | -166 
    38708/  4 | -166 
    38708/  4 | -166 
    38708/  4 | -166 
    38708/  4 | -166 
    38709/  4 | -166 
    38709/  4 | -166 
    38709/  4 | -166 
    38709/  4 | -166 
    38710/  4 | -166 
    38710/  4 | -166 
    38710/  4 | -166 
    38710/  4 | -166 
    38711/  4 | -166 
    38711/  4 | -166 
    38711/  4 | -166 
    38711/  4 | -166 
    38712/  4 | -166 
    38712/  4 | -166 
    38712/  4 | -166 
    38712/  4 | -166 
    38712/  4 | -166 
    38713/  4 | -166 
    38713/  4 | -166 
    38713/  4 | -166 
    38713/  4 | -166 
    38714/  4 | -166 
    38714/  4 | -166 
    38714/  4 | -166 
    38714/  4 | -166 
    38715/  4 | -166 
    38715/  4 | -166 
    38715/  4 | -166 
    38715/  4 | -166 
    38716/  4 | -166 
    38716/  4 | -166 
    38716/  4 | -166 
    38716/  4 | -166 
    38717/  4 | -166 
    38717/  4 | -166 
    38717/  4 | -166 
    38717/  4 | -166 
    38717/  4 | -166 
    38718/  4 | -166 
    38718/  4 | -166 
    38718/  4 | -166 
    38718/  4 | -166 
    38719/  4 | -166 
    38719/  4 | -166 
    38719/  4 | -166 
    38719/  4 | -166 
    38720/  4 | -166 
    38720/  4 | -166 
    38720/  4 | -166 
    38720/  4 | -166 
    38721/  4 | -166 
    38721/  4 | -166 
    38721/  4 | -166 
    38721/  4 | -166 
    38722/  4 | -166 
    38722/  4 | -166 
    38722/  4 | -166 
    38722/  4 | -166 
    38722/  4 | -166 
    38723/  4 | -166 
    38723/  4 | -166 
    38723/  4 | -166 
    38723/  4 | -166 
